"","ID","REGION","SUBREGION","COUNTRY","LOCATION","LAT","LON","MONTH","YEAR","DEPTH","SEVERITY_CODE","BLEACHING_SEVERITY","CORAL_FAMILY","CORAL_SPECIES","PERCENTAGE_AFFECTED","BLEACHING_DURATION","MORTALITY_CODE","MORTALITY","RECOVERY_CODE","RECOVERY","SURVEY_TYPE","SURVEY_AREA","WATER_TEMPERATURE","OTHER_FACTORS","REMARKS","SOURCE","REFERENCE_CODE","COUNTRY_CODE"
"1918",2018,"Americas","Southern Tropical America","Costa Rica","Manzanillo",9.63333333333333,-82.6833333333333,6,1983,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. Reported by Cortes ","ReefBase",263,"CRI"
"1919",693,"Americas","Southern Tropical America","Costa Rica","Murcielagos Islands",10.85,-85.95,NA,1997,"4-8m",2,"Medium","Pocilloporidae, Agariciidae","Pocillopora, Pavona","","",1,"1-3%",1,"","","","","","75% of Pocillopora inflata bleached, 20% of colonies of Pavona sp bleached, 24% branching, 12% massive and 16% others bleached","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169",0,"CRI"
"1920",696,"Americas","Southern Tropical America","Costa Rica","Pelonas Isalnds",10.48,-85.87,NA,1998,"",2,"Medium","Pocilloporidae","Pocillopora","","April - Sept",NA,"",0,"regained normal appearance by Sept 1998","","10 sq m","","","small patch (10sq m) of Pocillopora sp bleached and remained bleached for five months.","Jimenez, C., Cortes, J., Leon, A. and Ruiz, E. 2001. Coral Bleaching  and Mortality associated with the 1997-1998 El Nino in an upwelling environemnt in the Eastern Pacific (Gulf of Papagayo, Costa Rica). Bulletin of Marine Science. 69(1):151-169",0,"CRI"
"1921",1835,"Americas","Southern Tropical America","Costa Rica","Punta Cocles",9.91666666666667,-82.8,6,1983,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño . Reported by Cortes","ReefBase",263,"CRI"
"1922",1836,"Americas","Southern Tropical America","Costa Rica","Punta Cocles",9.91666666666667,-82.8,6,1998,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","Bleaching was associated with the 1984 ENSO event. ","ReefBase",263,"CRI"
"1923",2019,"Americas","Southern Tropical America","Costa Rica","Punta Mona",9.73333333333333,-82.8166666666667,6,1983,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","At the Atlantic (Cahuita, Punta Cocles, Manzanillo, Punta Mona) and the Pacific coast (Samara, Mal Pais, Manuel Antonio, Isla del Cano). The phenomenon is probably associated with elevated water temperatures caused by the 1983 El Niño. Reported by Cortes ","ReefBase",263,"CRI"
"1924",705,"Americas","Southern Tropical America","Costa Rica","Reef 1, Cano Island",8.716,-83.884,NA,1998,"3-14m",3,"HIGH","Poritidae, Siderastreidae, Pocilloporidae","Pocillopora, Psammocora, Porites","","",1,"2% Pocillopora sp, 5% Porites lobata, 1% Psammocora sp",NA,"","monitoring of permanent 20 sq m plots","20 sq m","30-30.5c","","100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149",0,"CRI"
"1925",706,"Americas","Southern Tropical America","Costa Rica","Reef 2, Cano Island",8.7279,-83.878,NA,1998,"3-14m",3,"HIGH","Poritidae, Siderastreidae, Pocilloporidae","Pocillopora, Psammocora, Porites","","",1,"2% Pocillopora sp, 5% Porites lobata, 1% Psammocora sp",NA,"","monitoring of permanent 20 sq m plots","20 sq m","30-30.5c","","100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149",0,"CRI"
"1926",707,"Americas","Southern Tropical America","Costa Rica","Reef 3, Cano Island",8.7279,-83.887,NA,1998,"3-14m",3,"HIGH","Poritidae, Siderastreidae, Pocilloporidae","Pocillopora, Psammocora, Porites","","",1,"2% Pocillopora sp, 5% Porites lobata, 1% Psammocora sp",NA,"","monitoring of permanent 20 sq m plots","20 sq m","30-30.5c","","100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149",0,"CRI"
"1927",708,"Americas","Southern Tropical America","Costa Rica","Reef 4, Cano Island",8.72,-83.884,NA,1998,"3-14m",3,"HIGH","Poritidae, Siderastreidae, Pocilloporidae","Pocillopora, Psammocora, Porites","","",1,"2% Pocillopora sp, 5% Porites lobata, 1% Psammocora sp",NA,"","monitoring of permanent 20 sq m plots","20 sq m","30-30.5c","","100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149",0,"CRI"
"1928",713,"Americas","Southern Tropical America","Costa Rica","Reef 5, Cano Island",8.7279,-83.896,NA,1998,"3-14m",3,"HIGH","Poritidae, Siderastreidae, Pocilloporidae","Pocillopora, Psammocora, Porites","","",1,"2% Pocillopora sp, 5% Porites lobata, 1% Psammocora sp",NA,"","monitoring of permanent 20 sq m plots","20 sq m","30-30.5c","","100% bleached","Guzman, H.M. and Cortes, J. 2001. Changes in reef community structure after fifteen years of natural disturbances in the Eastern Pacific (Costa Rica). Bulletin of Marine Science. 69(1):133-149",0,"CRI"
"1929",643,"Americas","Southern Tropical America","Ecuador","Academy Bay, Santa Cruz Island",-0.8947,-90.4097,3,1998,"1.5m",3,"HIGH","Agariciidae","Pavona clavus","","March-May",2,"30% died by June 1999",2,"June 1999 71% regained normal pigmentation","cenus of 30-40 colonies","","28-29c","","100% bleached","Feingold,J.S. 2001. Responses of three coral communities to the 1997-98 El Nino-Southern Oscillation: Galapagos Islands, Ecuador",0,"ECU"
"1930",429,"Americas","Southern Tropical America","Ecuador","Bartolome, Galapagos",-0.2779,-90.5162,3,1998,"10-30",3,"HIGH","Poritidae, Agaricidae, Fungiidae","Porites lobata, Pavona clavus, Pavona gigantea, P. varians, Psammocora stellata, Diaseris distorta, Cycloseris curvata","","",NA,"",NA,"","","","","","20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat",0,"ECU"
"1931",660,"Americas","Southern Tropical America","Ecuador","Caleta Robinson, Santa Cruz Island",-0.56,-90.17,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"10.40%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-121",0,"ECU"
"1932",2042,"Americas","Southern Tropical America","Ecuador","CDRS ( Charles Darwin Research Station )",-0.741666666666667,-90.305,NA,1983,"",3,"HIGH","","","","",NA,"",NA,"","","","","","Corals were severly bleached during the height of the 1982-83 ENSO (Robinson 1985). ","ReefBase",7401,"ECU"
"1933",2034,"Americas","Southern Tropical America","Ecuador","Champion Island",-1.23333333333333,-90.3833333333333,5,1983,"",2,"Medium","","","50-100","",NA,"",NA,"","","","",""," Continued bleaching with tissue damage occurred.","ReefBase",645,"ECU"
"1934",651,"Americas","Southern Tropical America","Ecuador","Charles Darwin Research Station",-0.75,-90.3,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"45.60%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-114",0,"ECU"
"1935",667,"Americas","Southern Tropical America","Ecuador","Cubuya",-1.5,-80.81,5,1998,"",2,"Medium","","","","",1,"1.40%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","30c","","moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-130",0,"ECU"
"1936",653,"Americas","Southern Tropical America","Ecuador","Devils Crown, Floreana Island",-1.21,-90.47,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"23.30%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-116",0,"ECU"
"1937",641,"Americas","Southern Tropical America","Ecuador","Devils Crown, Floreana Island",-1.2239,-90.5017,3,1998,"14m",3,"HIGH","Siderastreidae, Fungiidae","Psammocora stellata, Diaseris distorta, Cycloseris curvata","","March-May",0,"no mortality",0,"june 1999 all individuals regained noraml pigmentation","16 point counts in 90 0.5 x 0.5m quadrats","","28-30c","currents flow from east at speed up to 39cm/s","50% pale, 50% bleached in March. By May 88% bleached","Feingold,J.S. 2001. Responses of three coral communities to the 1997-98 El Nino-Southern Oscillation: Galapagos Islands, Ecuador",0,"ECU"
"1938",649,"Americas","Southern Tropical America","Ecuador","Espanola Island",-1.35,-89.7,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",3,"75%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-112",0,"ECU"
"1939",431,"Americas","Southern Tropical America","Ecuador","Espanola, Galapagos",-1.3361,-89.6938,3,1998,"10-30",3,"HIGH","Poritidae, Agaricidae, Fungiidae","Porites lobata, Pavona clavus, Pavona gigantea, P. varians, Psammocora stellata, Diaseris distorta, Cycloseris curvata","","",NA,"",NA,"","","","","","20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat",0,"ECU"
"1940",33,"Americas","Southern Tropical America","Ecuador","Galapagos Archipelago",-0.7488,-90.7676,4,1998,"",2,"Medium","","","","",NA,"",NA,"","","","","","","NOAA database",0,"ECU"
"1941",203,"Americas","Southern Tropical America","Ecuador","Galapagos Archipelago",-0.2701,-91.0988,3,1998,"30m",1,"Low","Agaricidae, Poritidae","Porites, pavona","","",NA,"",NA,"","","","","","","Wilkinson, Clive",0,"ECU"
"1942",2035,"Americas","Southern Tropical America","Ecuador","Galapagos Islands",-0.65,-90.3833333333333,NA,1983,"",3,"HIGH","","","95","",NA,"",NA,"","","","","","Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed.  These events are linked to the 1982/3 El Niño, which caused an anomalous warming of the surface waters. Extensive bleachin","ReefBase",409,"ECU"
"1943",2036,"Americas","Southern Tropical America","Ecuador","Galapagos Islands",-0.65,-90.3833333333333,NA,1983,"",3,"HIGH","","","95","",NA,"",NA,"","","","","","Some 95% of the reefs of the reef corals are considered to have died and the Pocillopora reef at Onslow has been completely killed linked to the 1982/3 El Niño, which caused an anomalous warming of the surface waters. Reported by Glynn (1983). Extensive b","ReefBase",409,"ECU"
"1944",2037,"Americas","Southern Tropical America","Ecuador","Galapagos Islands",-0.65,-90.3833333333333,3,1977,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","Extent Unspecified; The reefs recovered in about 4 to 6 weeks.","ReefBase",388,"ECU"
"1945",2038,"Americas","Southern Tropical America","Ecuador","Galapagos Islands",-0.65,-90.3833333333333,NA,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","",""," Coral bleached down to 30 m, but bleaching was more extensive shallower than 10-15 m depth.","ReefBase",8838,"ECU"
"1946",698,"Americas","Southern Tropical America","Ecuador","La Plata Island",-1.28,-81.07,5,1998,"",2,"Medium","","","","",1,"4.80%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","30c","","moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-126",0,"ECU"
"1947",703,"Americas","Southern Tropical America","Ecuador","Los Frailes",-1.48,-80.8,5,1998,"",2,"Medium","","","","",3,"75.60%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","30c","","moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-128",0,"ECU"
"1948",7206,"Americas","Southern Tropical America","Ecuador","Los Frailes Beach",-1.49,-80.79,5,2009,"",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","Location ; Patches of Coral. Los Frailes Beach, Machalilla National Park, Manabí, Ecuador.
The largest coral in the area belong to the genus Pocilophora.","Mr. Oscar Ornejo, Marine Biology, PUCE.",NA,"ECU"
"1949",666,"Americas","Southern Tropical America","Ecuador","Machalilla",-1.47,-80.78,5,1998,"",2,"Medium","","","","",1,"6.80%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","30c","","moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-129",0,"ECU"
"1950",2033,"Americas","Southern Tropical America","Ecuador","Onslow Island ( Devil's Crown )",-1.21666666666667,-90.3,5,1983,"1",2,"Medium","","","50-100","",NA,"",NA,"","","","","","Most corals were bleached but remained alive. Tissues were damaged and death occurred in some colonies.","ReefBase",645,"ECU"
"1951",657,"Americas","Southern Tropical America","Ecuador","Playa La Picona, Floreana Island",-1.21,-90.43,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"19.70%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-118",0,"ECU"
"1952",658,"Americas","Southern Tropical America","Ecuador","Pta Carrion, Santa Cruz Island",-0.5,-90.2,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"11.60%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-119",0,"ECU"
"1953",659,"Americas","Southern Tropical America","Ecuador","Pta Espejo, Marchena Island",0.4,-90.4,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"11.60%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-120",0,"ECU"
"1954",652,"Americas","Southern Tropical America","Ecuador","Pta Estrada, Santa Cruz Island",0.77,-90.4,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"29%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-115",0,"ECU"
"1955",702,"Americas","Southern Tropical America","Ecuador","Pta Los Picaros",-1.59,-80.87,5,1998,"",2,"Medium","","","","",1,"3.30%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","30c","","moderate","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-127",0,"ECU"
"1956",642,"Americas","Southern Tropical America","Ecuador","Puta Espejo, Marchena Island",0.5028,-90.4278,3,1998,"7m",3,"HIGH","Pocilloporidae, Siderastreidae, Agariciidae","Pavona clavus, Psammacora stellata, Pocillopora, ","","March -May",3,"72% died by May 1998",2,"62% repigmented in June 1999. But by august 2000 only 49% repigmented","0.25 x 0.25m quadrats","","29-31c","exposed to seas and wave assaults. Turbulence and localised swift currents","Psammacora stellata 86.7% bleached ","Feingold,J.S. 2001. Responses of three coral communities to the 1997-98 El Nino-Southern Oscillation: Galapagos Islands, Ecuador",0,"ECU"
"1957",428,"Americas","Southern Tropical America","Ecuador","Santa Cruz, Galapagos",-0.4907,-90.414,3,1998,"10-30",3,"HIGH","Poritidae, Agaricidae, Fungiidae","Porites lobata, Pavona clavus, Pavona gigantea, P. varians, Psammocora stellata, Diaseris distorta, Cycloseris curvata","","",NA,"",NA,"","","","","","20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat -Eric Eisenhardt",0,"ECU"
"1958",430,"Americas","Southern Tropical America","Ecuador","Santa Fe, Galapagos",-0.7998,-90.1042,3,1998,"10-30",3,"HIGH","Poritidae, Agaricidae, Fungiidae","Porites lobata, Pavona clavus, Pavona gigantea, P. varians, Psammocora stellata, Diaseris distorta, Cycloseris curvata","","",NA,"",NA,"","","","","","20% of polyps of roughly 80% of coral bleached near the top 12/25/97 by 03/30/98 bleaching extensive.","b980106.dat",0,"ECU"
"1959",650,"Americas","Southern Tropical America","Ecuador","Santa Fe, Galapagos",-0.8,-90,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"49%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-113",0,"ECU"
"1960",656,"Americas","Southern Tropical America","Ecuador","Vchampion Island",-1.22,-90.39,5,1998,"",3,"HIGH","Pocilloporidae, Agariciidae, Fungiidae, Siderastreidae, Poritidae","Pocillopora, Porites, Pavona, Psammocora, Diaseris, Cycloseris","","Jan - May",2,"22.30%",NA,"","flexible measuring tape calibrated in millimetres or a square wire mesh (2.5 x 2.5cm) used to measure colony surfaces","","28c","","70-90% corals bleached","Glynn, P.W., Mate, J.L., Baker, A.C. & Calderson, M.O. 2001. Coral Bleaching & mortality in Panama and Ecuador during the 1997-98 ENSO event: Spatial/Temporal patterns and comparisons with the 1982-83 event. Bull Mar Sci. 69(1):79-117",0,"ECU"
"1961",21,"Americas","Southern Tropical America","Ecuador","Wenman Island nr Galapagos Archipelago",0.2732,-91.6261,2,1998,"",3,"HIGH","","","","",NA,"",NA,"","","","","","severe bleaching","NOAA database",0,"ECU"
"1962",4051,"Americas","Southern Tropical America","Panama","Archipelago of Bocas del Toro",9.348,-82.284,7,2005,"Shallow to 8 m",-1,"Severity Unknown","","","","",NA,"",NA,"","","","","","All coral species seems to be affected, mostly in shallow waters, but also at depth up to 8m. It seems that water temperature has begun to drop down for now on.","Alexandra Amat [amata@si.edu] in coral list 6/7/2005",NA,"PAN"
"1963",6532,"Americas","Southern Tropical America","Panama","Bocas del Toro: Crawl Cay 1",9.251233,-82.13245,6,2002,"2.4",-1,"Severity Unknown","","","","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 47","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1964",6536,"Americas","Southern Tropical America","Panama","Bocas del Toro: Deer Creek (Deep)",9.235666,-82.11105,6,2002,"5.9",1,"Low","","","1.66666666666667","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 60","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1965",6535,"Americas","Southern Tropical America","Panama","Bocas del Toro: Deer Creek (Shallow)",9.235,-82.11385,6,2002,"1.6",-1,"Severity Unknown","","","","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 47","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1966",6537,"Americas","Southern Tropical America","Panama","Bocas del Toro: Hector's Site 42 (Deep)",9.26725,-82.11902,6,2002,"9.6",1,"Low","","","2.35294117647059","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 85","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1967",6538,"Americas","Southern Tropical America","Panama","Bocas del Toro: Hector's Site 42 (Shallow)",9.26785,-82.11996,6,2002,"1.7",1,"Low","","","5.55555555555556","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 36","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1968",6525,"Americas","Southern Tropical America","Panama","Bocas del Toro: Hill Point 1",9.423317,-82.32417,6,2002,"1.2",1,"Low","","","4.16666666666667","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 24","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1969",6530,"Americas","Southern Tropical America","Panama","Bocas del Toro: Hill Point 2",9.423317,-82.32417,6,2002,"1.2",1,"Low","","","19.2307692307692","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 26","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1970",6527,"Americas","Southern Tropical America","Panama","Bocas del Toro: Isla Popa 1",9.194167,-82.08,6,2002,"1.5",1,"Low","","","3.8961038961039","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1971",6526,"Americas","Southern Tropical America","Panama","Bocas del Toro: Isla Popa 2",9.16855,-82.07558,6,2002,"2",1,"Low","","","9.09090909090909","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 33","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1972",6531,"Americas","Southern Tropical America","Panama","Bocas del Toro: Isla Popa 3",9.220317,-82.10062,6,2002,"7.4",1,"Low","","","4.16666666666667","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 72","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1973",6539,"Americas","Southern Tropical America","Panama","Bocas del Toro: Salt Creek (Deep)",9.282516,-82.10122,6,2002,"4.4",1,"Low","","","1.0752688172043","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 93","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1974",6540,"Americas","Southern Tropical America","Panama","Bocas del Toro: Salt Creek (Shallow)",9.287,-82.10278,6,2002,"1.7",-1,"Severity Unknown","","","","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 41","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1975",6541,"Americas","Southern Tropical America","Panama","Bocas del Toro: Toba 1",9.107567,-81.82252,6,2002,"1.2",2,"Medium","","","55.1724137931034","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 58","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
"1976",6529,"Americas","Southern Tropical America","Panama","Bocas del Toro: Zapatilla 1",9.272767,-82.06593,6,2002,"1.3",1,"Low","","","22.4489795918367","",NA,"",NA,"","AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 49","","","","","Atlantic and Gulf Rapid Reef Assessment (AGRRA) Database (www.agrra.org). Batch: Panamá-2002",NA,"PAN"
